Fecha,Región,PIB,Tasa_Desempleo,Inflación,Comercio_Exterior,Producción_Industrial,Sector
2023-02-01,Norte,4568.38,9.18,4.87,109.63,104.87,Agricultura
2020-07-01,Norte,3820.96,11.55,-0.58,318.77,104.25,Servicios
2022-03-01,Occidente,4741.1,6.5,4.02,287.13,79.81,Agricultura
2024-09-01,Occidente,5126.38,7.36,0.28,393.89,107.71,Industria
2020-07-01,Sur,5179.58,13.58,3.6,263.47,116.65,Servicios
2023-12-01,Norte,5409.82,11.38,2.36,175.87,98.01,Industria
2024-05-01,Sur,4025.47,9.06,4.19,-17.27,112.71,Agricultura
2024-09-01,Centro,4464.67,12.14,4.51,190.95,110.64,Agricultura
2023-04-01,Norte,4564.51,7.21,4.46,273.88,109.23,Industria
2024-06-01,Norte,4064.56,13.12,0.69,308.6,105.51,Industria
2024-04-01,Oriente,6838.18,5.06,0.45,198.06,95.45,Servicios
2024-10-01,Occidente,5799.94,7.27,0.8,38.37,114.25,Agricultura
2024-11-01,Sur,6710.61,13.82,0.11,189.56,97.47,Agricultura
2021-05-01,Sur,5070.05,4.7,3.99,316.19,86.09,Industria
2022-01-01,Centro,5238.37,5.03,4.46,297.52,107.52,Agricultura
2024-11-01,Oriente,5189.58,9.69,1.58,300.1,90.19,Agricultura
2021-12-01,Norte,3169.37,12.51,2.61,186.26,114.29,Agricultura
2024-04-01,Oriente,6612.28,10.51,3.22,331.49,101.13,Industria
2023-06-01,Centro,3398.03,5.15,1.31,417.09,97.36,Industria
2022-12-01,Sur,5123.2,12.18,2.04,255.15,90.66,Servicios
2024-02-01,Norte,5194.61,6.8,1.17,138.82,99.44,Agricultura
2021-10-01,Norte,4570.7,14.69,0.99,130.76,78.91,Servicios
2020-05-01,Oriente,4916.89,10.72,0.68,208.24,78.14,Servicios
2023-08-01,Occidente,4690.79,12.83,2.43,124.78,71.87,Industria
2023-05-01,Centro,5115.03,14.25,1.38,221.32,88.72,Servicios
2020-06-01,Oriente,4680.95,9.58,4.25,120.4,128.52,Agricultura
2022-11-01,Occidente,4939.34,14.92,-0.21,129.16,77.29,Industria
2024-11-01,Sur,3196.86,13.98,3.28,41.59,76.28,Agricultura
2021-07-01,Occidente,5895.04,13.06,4.73,151.69,102.2,Agricultura
2020-04-01,Sur,6612.22,5.26,1.3,289.68,67.72,Agricultura
2021-05-01,Sur,4280.85,5.33,1.51,186.87,101.15,Industria
2020-01-01,Oriente,4775.14,14.36,3.01,135.0,83.64,Servicios
2023-03-01,Centro,6410.93,10.53,-0.94,270.82,103.5,Industria
2024-12-01,Centro,5953.14,11.96,-0.28,228.71,82.84,Servicios
2024-11-01,Sur,5108.56,4.13,1.53,187.15,71.77,Agricultura
2023-12-01,Norte,4451.28,5.35,2.35,209.28,118.99,Industria
2020-08-01,Norte,4133.83,11.18,4.07,135.38,126.63,Industria
2024-07-01,Occidente,3806.36,7.37,3.73,291.92,120.89,Industria
2023-05-01,Norte,4749.95,13.05,4.15,186.57,112.16,Industria
2020-06-01,Centro,5793.49,8.08,2.61,25.15,115.49,Servicios
2023-12-01,Sur,6126.71,8.12,0.0,89.43,96.78,Agricultura
2023-02-01,Centro,4691.97,5.7,-0.85,277.97,119.65,Industria
2024-07-01,Occidente,6395.68,7.75,-0.57,31.66,87.91,Agricultura
2023-05-01,Sur,5964.85,8.01,0.31,361.56,99.6,Agricultura
2022-03-01,Norte,5280.16,11.57,-0.16,152.62,99.78,Servicios
2020-09-01,Occidente,5546.28,8.23,-0.77,200.64,98.67,Agricultura
2022-06-01,Centro,4629.99,5.76,-0.86,174.12,123.98,Agricultura
2020-03-01,Sur,5560.92,5.28,4.74,170.45,110.45,Agricultura
2021-10-01,Centro,4666.18,10.63,3.96,189.27,106.72,Servicios
2020-03-01,Oriente,3429.12,9.96,-0.08,87.32,125.99,Industria
2024-10-01,Oriente,7231.3,12.38,4.0,19.89,91.86,Servicios
2024-11-01,Occidente,4212.22,4.63,1.05,137.92,70.31,Industria
2022-03-01,Oriente,5747.91,10.39,-0.16,407.41,86.21,Agricultura
2023-08-01,Sur,2469.71,14.93,4.28,171.4,116.51,Industria
2024-01-01,Sur,6958.35,10.83,0.21,153.47,98.41,Servicios
2020-05-01,Oriente,7644.34,6.51,4.78,49.7,103.81,Industria
2020-01-01,Sur,5467.69,9.87,4.22,230.81,94.13,Industria
2020-11-01,Norte,5269.13,7.03,4.26,165.68,105.66,Servicios
2024-09-01,Oriente,4970.74,9.32,4.18,22.7,118.93,Industria
2024-09-01,Norte,4094.27,12.38,1.32,134.62,67.96,Industria
2024-11-01,Centro,8137.75,10.35,4.19,194.51,104.28,Industria
2024-08-01,Occidente,5521.12,10.31,4.74,264.52,97.04,Agricultura
2020-08-01,Norte,4848.73,13.39,1.63,259.36,55.89,Industria
2020-09-01,Centro,5655.9,4.21,1.86,219.47,116.86,Agricultura
2021-12-01,Oriente,5947.53,11.62,-0.19,102.83,79.31,Industria
2024-09-01,Occidente,4373.28,6.32,4.74,286.24,114.3,Agricultura
2022-06-01,Sur,5513.09,7.24,-0.91,272.51,107.74,Industria
2023-06-01,Occidente,4358.52,12.29,3.61,243.19,117.83,Agricultura
2022-02-01,Sur,5708.3,13.31,2.68,197.35,86.77,Agricultura
2024-11-01,Oriente,4836.93,8.48,-0.6,125.51,88.11,Industria
2022-12-01,Occidente,4692.04,12.89,4.69,10.64,103.2,Agricultura
2022-02-01,Occidente,5001.21,12.74,3.24,118.29,75.89,Servicios
2021-06-01,Sur,4237.28,6.56,0.69,282.95,97.09,Servicios
2023-03-01,Occidente,4735.49,6.49,2.84,-0.39,100.9,Servicios
2020-05-01,Occidente,5277.38,7.94,2.89,-101.95,102.76,Industria
2022-03-01,Occidente,6800.51,4.79,3.1,323.89,112.11,Agricultura
2023-09-01,Sur,4026.45,13.05,3.82,306.02,141.39,Agricultura
2022-05-01,Centro,5392.42,6.99,1.98,149.1,89.58,Agricultura
2022-08-01,Centro,4590.72,10.93,-0.67,117.76,116.82,Agricultura
2021-03-01,Norte,5000.21,4.52,0.66,199.07,95.08,Industria
2020-09-01,Occidente,5155.19,13.23,-0.98,282.51,86.99,Servicios
2024-01-01,Sur,4341.88,7.96,0.62,169.63,92.86,Servicios
2021-10-01,Oriente,5874.39,12.68,4.35,285.09,97.94,Agricultura
2021-03-01,Occidente,5390.46,4.98,3.12,189.68,63.42,Agricultura
2023-01-01,Oriente,4865.72,10.96,3.22,296.54,118.54,Industria
2021-08-01,Occidente,5088.66,7.28,-0.37,219.73,109.24,Industria
2023-04-01,Occidente,6203.88,4.53,1.16,200.05,109.02,Agricultura
2022-08-01,Centro,3556.15,6.3,1.21,-29.62,92.38,Industria
2024-08-01,Oriente,4852.22,12.44,1.5,232.67,104.51,Industria
2023-09-01,Occidente,5622.21,9.2,4.28,86.12,110.06,Industria
2021-04-01,Occidente,3928.14,10.69,0.77,237.64,86.47,Agricultura
2022-01-01,Oriente,4130.34,11.09,1.37,312.54,86.49,Industria
2024-02-01,Occidente,5638.39,13.79,0.72,145.59,97.56,Agricultura
2022-02-01,Centro,5040.92,6.94,4.01,99.78,96.57,Industria
2023-09-01,Centro,4005.65,9.42,1.43,441.26,111.77,Industria
2020-04-01,Oriente,4980.74,14.6,2.11,173.71,82.29,Industria
2020-07-01,Norte,6114.32,12.51,3.64,243.85,100.29,Industria
2024-06-01,Centro,5672.86,5.32,0.59,259.18,101.53,Industria
2020-06-01,Centro,6549.02,7.83,1.23,216.48,100.76,Agricultura
2022-02-01,Sur,5173.34,12.58,1.75,224.4,75.99,Agricultura
2021-01-01,Sur,4171.5,4.72,0.37,189.67,75.35,Industria
2021-12-01,Oriente,4824.15,4.64,4.75,366.15,100.31,Industria
2024-01-01,Norte,5230.7,14.59,-0.55,73.98,90.75,Agricultura
2022-04-01,Centro,4624.8,10.85,3.69,168.23,83.33,Servicios
2024-09-01,Oriente,5246.5,12.92,2.82,358.05,84.77,Agricultura
2022-04-01,Sur,4189.14,14.09,0.74,74.24,114.81,Agricultura
2020-04-01,Oriente,4924.05,11.78,-0.63,116.49,131.34,Servicios
2024-08-01,Norte,3392.34,9.51,3.08,218.47,97.15,Agricultura
2023-10-01,Occidente,4642.55,12.88,1.76,-21.19,123.0,Agricultura
2024-10-01,Centro,3576.04,4.55,4.06,173.33,93.56,Servicios
2021-05-01,Oriente,5588.55,14.57,0.18,40.19,106.93,Agricultura
2024-06-01,Centro,7024.31,4.8,2.73,63.68,106.39,Servicios
2023-03-01,Norte,5019.15,12.33,-0.03,380.43,97.14,Servicios
2022-02-01,Occidente,5719.76,11.33,-0.02,70.67,122.26,Servicios
2024-09-01,Occidente,5355.61,9.49,-0.93,74.96,109.07,Agricultura
2023-08-01,Norte,5882.33,12.02,-0.43,154.79,93.45,Servicios
2023-06-01,Sur,4933.87,9.29,2.97,164.17,90.29,Servicios
2020-06-01,Norte,5744.19,14.93,-0.73,181.88,90.26,Industria
2021-12-01,Norte,6321.3,8.32,3.53,13.35,115.11,Servicios
2022-03-01,Norte,4315.37,10.2,1.15,279.06,81.83,Industria
2024-06-01,Centro,5730.76,6.11,4.51,201.43,85.69,Servicios
2023-12-01,Oriente,4592.96,14.46,2.49,268.63,129.65,Servicios
2021-03-01,Norte,3435.76,9.68,3.55,110.12,80.05,Servicios
2023-01-01,Sur,4810.88,12.58,1.86,292.17,78.23,Agricultura
2020-04-01,Norte,4987.91,10.5,0.12,288.69,93.69,Industria
2022-09-01,Oriente,2395.79,12.92,4.01,219.89,118.54,Servicios
2023-05-01,Norte,3928.95,12.48,2.93,22.14,104.79,Servicios
2021-05-01,Sur,4495.82,5.41,3.59,191.85,89.86,Agricultura
2022-05-01,Norte,5034.15,14.7,0.36,91.28,83.71,Industria
2023-07-01,Oriente,5679.37,12.16,4.09,85.12,74.11,Industria
2022-03-01,Oriente,4322.44,7.58,3.28,153.56,106.93,Servicios
2023-06-01,Occidente,5783.39,12.87,4.91,174.85,91.04,Industria
2020-12-01,Oriente,6422.37,10.5,2.97,208.53,87.88,Agricultura
2023-10-01,Centro,4169.56,12.59,2.5,252.25,109.76,Servicios
2022-06-01,Norte,3496.92,7.26,3.29,161.6,103.75,Agricultura
2022-11-01,Sur,6995.67,8.06,4.6,510.99,108.02,Industria
2023-10-01,Oriente,5887.66,11.86,1.77,223.01,107.47,Agricultura
2023-06-01,Oriente,5665.92,7.01,3.84,242.16,91.63,Agricultura
2022-10-01,Oriente,3899.85,7.69,4.87,243.95,111.68,Industria
2020-02-01,Oriente,5457.77,14.42,1.98,367.45,83.62,Industria
2024-12-01,Centro,4612.9,12.65,3.41,170.6,98.93,Agricultura
2021-10-01,Oriente,3482.13,11.75,3.9,164.3,107.51,Agricultura
2021-02-01,Centro,5049.77,4.57,2.03,269.88,106.31,Servicios
2022-06-01,Oriente,5492.02,10.08,1.38,147.4,92.82,Servicios
2020-10-01,Centro,4137.22,7.19,4.23,305.99,109.26,Servicios
2023-06-01,Sur,5683.57,10.29,4.0,63.4,94.46,Industria
2020-10-01,Centro,5143.39,10.04,0.73,97.06,79.71,Servicios
2022-07-01,Sur,3477.64,12.06,1.43,311.27,91.96,Servicios
2022-04-01,Norte,3292.64,11.54,0.99,184.41,91.78,Agricultura
2021-08-01,Occidente,5160.02,11.39,2.79,250.18,94.6,Industria
2024-02-01,Sur,3673.95,12.26,-0.39,103.62,85.64,Industria
2023-04-01,Occidente,5343.79,4.74,2.11,195.13,96.54,Industria
2023-04-01,Norte,4075.77,12.12,3.23,15.38,86.06,Agricultura
2020-08-01,Centro,3503.47,6.26,1.9,135.0,86.17,Servicios
2023-02-01,Sur,3996.04,11.22,4.81,127.83,102.65,Servicios
2022-12-01,Norte,4453.32,10.59,2.74,172.83,80.51,Servicios
2024-05-01,Sur,5829.73,4.17,4.79,281.14,82.78,Agricultura
2021-06-01,Occidente,5818.78,7.44,0.63,353.79,115.26,Agricultura
2020-04-01,Centro,5271.5,14.41,-0.36,255.15,105.11,Agricultura
2023-01-01,Sur,5390.7,11.71,3.08,67.35,96.56,Servicios
2024-06-01,Oriente,4956.52,10.41,0.52,257.21,99.07,Servicios
2021-10-01,Norte,6124.35,6.07,3.03,166.59,99.65,Agricultura
2022-07-01,Oriente,4825.65,5.02,3.49,186.85,112.39,Servicios
2023-07-01,Occidente,4563.24,11.96,-0.95,39.34,126.24,Agricultura
2021-06-01,Norte,6381.45,11.01,0.45,149.7,103.95,Industria
2023-11-01,Occidente,5294.22,12.13,-0.92,176.56,88.24,Industria
2021-09-01,Occidente,4309.46,6.98,0.49,193.28,89.26,Agricultura
2021-07-01,Occidente,5682.05,11.4,-0.51,348.72,107.5,Agricultura
2020-09-01,Centro,5472.0,14.26,2.27,248.22,81.44,Industria
2021-03-01,Sur,5869.16,9.74,-0.59,288.73,110.25,Servicios
2021-06-01,Occidente,4790.69,10.43,2.23,121.4,79.28,Industria
2020-05-01,Centro,5303.82,12.66,1.73,272.16,79.92,Servicios
2024-05-01,Centro,5692.92,11.76,1.57,399.25,88.5,Servicios
2022-10-01,Occidente,4450.44,8.88,-0.87,285.96,100.38,Agricultura
2024-11-01,Centro,3080.33,4.62,1.95,150.69,121.65,Servicios
2024-03-01,Centro,3743.49,5.75,-0.04,281.32,111.86,Servicios
2024-12-01,Occidente,5340.05,12.96,3.11,166.87,90.82,Industria
2024-01-01,Norte,3914.85,9.67,2.21,117.46,79.73,Agricultura
2020-11-01,Occidente,3677.54,13.11,3.74,254.89,96.18,Industria
2021-10-01,Oriente,4874.55,7.9,2.03,232.79,96.55,Servicios
2020-08-01,Occidente,4148.59,10.09,2.02,236.75,95.3,Industria
2022-08-01,Centro,5921.8,13.45,3.49,248.27,130.85,Servicios
2023-05-01,Oriente,3869.11,5.76,3.04,255.55,86.22,Agricultura
2020-03-01,Oriente,4582.63,5.82,-0.99,170.49,114.64,Industria
2023-08-01,Centro,5918.45,9.66,-0.03,129.04,81.12,Industria
2024-03-01,Sur,4782.98,9.71,2.65,169.15,79.34,Servicios
2022-12-01,Sur,4435.23,6.42,4.76,302.14,131.33,Industria
2021-06-01,Occidente,3414.02,9.95,3.18,12.01,86.98,Servicios
2020-06-01,Centro,5534.63,9.5,1.47,232.78,113.86,Industria
2020-05-01,Oriente,3986.1,10.66,-0.3,208.57,86.57,Agricultura
2021-02-01,Norte,4591.9,11.61,0.24,285.85,96.48,Industria
2023-10-01,Oriente,5038.24,8.61,-0.89,55.14,139.31,Agricultura
2021-06-01,Occidente,3888.03,10.91,3.13,228.06,126.38,Servicios
2022-04-01,Centro,5372.11,13.28,1.91,238.92,116.45,Industria
2024-08-01,Oriente,4374.32,8.96,0.1,120.0,99.05,Industria
2023-01-01,Norte,6237.44,13.92,0.22,154.27,112.73,Industria
2024-08-01,Centro,2753.11,14.65,-0.6,139.33,103.17,Agricultura
2024-06-01,Norte,6200.08,8.77,4.98,150.81,71.85,Agricultura
2022-08-01,Occidente,5619.71,6.42,1.1,137.57,97.23,Servicios
2023-05-01,Occidente,4395.26,11.95,2.94,-20.56,109.77,Agricultura
2020-07-01,Centro,3862.31,9.32,-0.97,259.88,110.03,Industria
2022-07-01,Sur,4265.83,12.43,2.5,208.2,110.57,Agricultura
2023-01-01,Occidente,5789.06,12.83,2.11,240.98,87.08,Servicios
2021-06-01,Occidente,6403.37,5.87,0.17,269.79,104.45,Industria
2020-07-01,Occidente,5463.18,13.99,3.55,370.0,116.07,Industria
2024-05-01,Occidente,5190.64,10.96,-0.06,294.13,127.14,Servicios
2024-02-01,Centro,4781.95,6.98,0.21,91.04,88.23,Agricultura
2023-06-01,Sur,4629.49,13.99,2.04,59.44,86.38,Servicios
2022-03-01,Centro,6519.28,13.04,2.96,134.22,112.82,Servicios
2024-07-01,Occidente,3908.07,14.33,2.82,289.02,82.37,Agricultura
2020-01-01,Centro,4104.93,6.1,3.17,246.32,79.49,Servicios
2022-08-01,Occidente,5848.17,12.96,3.67,76.75,89.55,Industria
2021-10-01,Occidente,5582.03,4.97,3.19,99.14,70.56,Agricultura
2022-10-01,Sur,5349.65,4.43,3.0,43.52,110.19,Agricultura
2023-10-01,Sur,4697.95,13.77,0.95,233.51,104.74,Servicios
2022-09-01,Occidente,5469.27,4.74,-0.43,46.44,111.35,Servicios
2023-12-01,Occidente,5612.47,13.44,4.99,98.33,96.34,Industria
2023-01-01,Sur,4960.69,12.62,2.4,186.55,116.23,Industria
2020-07-01,Occidente,3687.78,6.55,-0.91,262.21,119.93,Industria
2020-10-01,Oriente,5386.81,10.2,2.75,309.1,103.74,Industria
2024-10-01,Centro,6045.09,10.39,4.94,164.86,123.45,Servicios
2020-10-01,Oriente,4181.57,6.52,2.58,353.24,105.51,Agricultura
2024-11-01,Occidente,2899.97,6.33,4.97,262.55,113.28,Industria
2021-11-01,Centro,4407.64,9.0,3.05,212.35,84.12,Agricultura
2024-12-01,Norte,6481.66,14.36,0.0,396.26,100.06,Agricultura
2020-08-01,Sur,6011.46,7.03,-0.06,334.15,118.46,Industria
2021-07-01,Centro,6685.01,5.97,3.23,398.71,92.04,Industria
2024-10-01,Oriente,4664.86,4.21,3.67,234.23,123.31,Servicios
2020-12-01,Centro,5853.98,13.22,3.82,204.35,108.37,Servicios
2021-09-01,Sur,2470.44,5.69,2.44,170.34,105.79,Servicios
2023-09-01,Oriente,4795.53,10.42,2.56,153.42,97.74,Industria
2021-08-01,Occidente,4926.05,4.93,2.64,154.83,83.04,Industria
2024-06-01,Sur,5622.71,13.49,4.32,262.95,87.94,Servicios
2023-04-01,Centro,5895.36,14.97,-0.82,136.84,103.8,Industria
2024-05-01,Centro,5820.34,14.71,1.79,148.36,97.05,Industria
2022-12-01,Centro,4794.14,4.78,0.26,125.34,97.35,Servicios
2023-06-01,Oriente,3451.38,6.95,-0.39,174.38,96.38,Industria
2024-12-01,Sur,4938.24,7.06,3.79,247.94,81.95,Industria
2020-10-01,Occidente,3957.96,6.56,-0.22,123.0,80.56,Industria
2023-06-01,Centro,4543.88,6.32,3.85,218.14,93.81,Industria
2020-05-01,Norte,4073.3,13.51,-0.07,196.86,87.27,Industria
2023-11-01,Sur,5573.13,12.84,-0.18,21.41,102.76,Servicios
2023-04-01,Centro,7693.03,5.58,2.74,190.45,73.36,Servicios
2022-09-01,Sur,4919.4,7.37,3.93,116.69,98.25,Agricultura
2020-10-01,Occidente,4364.44,9.04,3.35,383.26,112.21,Agricultura
2021-01-01,Occidente,5482.07,7.45,2.23,236.87,95.82,Agricultura
2021-01-01,Norte,5845.16,6.15,1.94,194.76,125.56,Industria
2022-12-01,Oriente,6246.89,7.98,4.16,193.8,74.44,Agricultura
2021-01-01,Occidente,4075.53,8.99,3.57,175.66,95.5,Agricultura
2023-11-01,Oriente,6904.14,9.39,2.87,362.6,104.43,Industria
2021-05-01,Sur,3483.36,8.09,2.97,221.68,83.54,Industria
2020-02-01,Occidente,4411.13,6.41,0.1,116.27,91.78,Agricultura
2024-12-01,Norte,5833.33,14.2,4.82,89.51,103.31,Agricultura
2023-03-01,Norte,6217.96,8.04,-0.48,148.68,117.7,Industria
2023-03-01,Sur,5194.11,12.76,0.05,89.77,110.22,Agricultura
2020-05-01,Occidente,5408.61,6.75,0.58,169.22,108.02,Servicios
2020-06-01,Sur,6228.98,12.25,-0.09,-8.7,91.23,Industria
2024-09-01,Oriente,4968.94,14.13,-0.76,109.03,85.95,Agricultura
2024-08-01,Sur,4332.22,6.62,4.45,-23.82,68.19,Agricultura
2020-06-01,Centro,4393.13,9.36,1.58,245.77,92.11,Servicios
2023-11-01,Sur,6388.34,13.1,0.02,214.13,68.04,Servicios
2021-01-01,Sur,5768.21,9.61,2.01,221.54,68.74,Industria
2024-11-01,Centro,6724.7,13.23,-0.04,195.45,93.64,Agricultura
2024-11-01,Oriente,4430.17,10.69,0.69,232.95,93.76,Industria
2024-06-01,Norte,3869.93,12.82,1.35,146.47,105.38,Industria
2020-03-01,Centro,4269.04,11.45,2.39,275.79,97.37,Industria
2022-04-01,Norte,5668.65,4.73,-0.89,209.81,119.44,Industria
2023-04-01,Oriente,4281.17,7.8,-0.82,274.5,101.38,Industria
2022-05-01,Occidente,5252.24,14.27,0.59,357.81,114.78,Servicios
2024-01-01,Sur,5869.15,14.42,4.31,154.45,86.66,Servicios
2022-12-01,Centro,5955.3,7.1,4.78,287.6,122.09,Agricultura
2020-08-01,Sur,4396.02,8.87,0.57,177.05,114.95,Agricultura
2023-11-01,Occidente,4533.5,14.29,0.11,264.05,97.14,Servicios
2022-12-01,Norte,5324.06,5.66,4.81,85.23,101.28,Servicios
2022-06-01,Occidente,2008.86,6.71,1.83,320.6,111.66,Agricultura
2021-03-01,Oriente,5466.67,13.95,3.9,352.1,85.77,Agricultura
2023-12-01,Occidente,6747.36,8.43,4.31,313.56,83.41,Industria
2023-12-01,Occidente,4175.49,6.03,1.05,139.14,118.35,Industria
2024-11-01,Centro,4741.15,5.32,3.41,17.94,104.05,Agricultura
2024-02-01,Occidente,3087.75,10.56,1.6,193.14,113.67,Industria
2024-12-01,Sur,5105.75,7.78,3.4,254.35,103.0,Agricultura
2024-02-01,Norte,5264.02,11.23,4.39,327.24,75.18,Servicios
2024-04-01,Occidente,4039.95,4.12,3.96,187.73,101.4,Servicios
2021-03-01,Sur,3869.8,5.31,4.88,441.17,122.75,Servicios
2023-02-01,Centro,5602.12,4.36,2.95,104.81,101.16,Servicios
2024-08-01,Norte,5257.75,7.26,4.63,75.82,71.38,Servicios
2023-01-01,Oriente,4139.61,4.55,-0.68,158.64,128.32,Agricultura
2024-07-01,Oriente,5556.55,6.78,2.47,66.45,116.24,Servicios
2020-09-01,Oriente,4528.88,13.03,1.86,71.28,79.04,Servicios
2022-12-01,Norte,4416.4,6.3,-0.49,303.84,77.21,Industria
2022-01-01,Centro,2167.84,13.25,0.33,320.03,93.05,Servicios
2020-01-01,Oriente,4588.57,9.05,0.82,315.39,102.86,Industria
2020-09-01,Norte,5449.22,9.85,-0.8,-48.83,90.13,Agricultura
2023-01-01,Sur,5453.51,14.68,2.37,101.77,94.86,Industria
2021-03-01,Oriente,5170.46,8.59,-0.3,261.02,102.35,Industria
2023-08-01,Oriente,4413.47,7.9,2.3,222.42,117.39,Industria
2020-11-01,Occidente,4663.75,12.96,2.67,62.83,89.36,Agricultura
2022-02-01,Centro,4711.45,8.54,3.05,121.62,91.67,Servicios
2023-09-01,Centro,5204.39,8.35,0.09,231.75,95.01,Servicios
2021-01-01,Norte,4906.61,5.85,4.28,147.07,77.28,Industria
2023-11-01,Occidente,5321.59,9.53,3.39,222.53,110.39,Industria
2024-07-01,Centro,3730.67,12.28,2.19,370.25,89.0,Agricultura
2023-06-01,Centro,6818.06,12.05,3.95,223.4,96.27,Industria
2021-12-01,Norte,6200.53,8.74,1.27,214.04,97.21,Agricultura
2023-10-01,Norte,5310.0,13.29,1.9,4.89,102.15,Agricultura
2021-02-01,Norte,3182.02,4.43,0.63,275.97,98.58,Servicios
2020-08-01,Occidente,5419.61,12.01,1.07,304.17,108.75,Servicios
2020-04-01,Norte,4870.48,12.62,0.6,257.99,124.74,Industria
2023-04-01,Occidente,6070.61,11.57,-0.28,70.69,108.59,Agricultura
2020-03-01,Occidente,5450.6,8.59,-0.04,13.02,95.49,Industria
2021-12-01,Occidente,3790.52,12.33,4.39,180.57,88.66,Industria
2024-10-01,Sur,6048.71,5.79,0.4,365.54,107.37,Agricultura
2022-03-01,Occidente,4641.97,14.19,1.52,9.06,119.77,Agricultura
2023-05-01,Sur,5072.68,4.12,3.72,158.85,98.66,Agricultura
2024-10-01,Centro,4962.43,10.47,1.39,204.13,106.65,Servicios
2023-09-01,Oriente,5951.55,6.99,4.43,97.88,112.7,Agricultura
2022-11-01,Oriente,2872.77,4.56,1.56,243.23,107.05,Servicios
2022-12-01,Oriente,4292.37,12.99,4.58,128.78,98.34,Industria
2021-05-01,Oriente,4103.36,7.71,4.22,-90.7,94.38,Agricultura
2024-08-01,Centro,3961.46,9.83,-0.03,36.87,119.93,Agricultura
2022-12-01,Centro,5313.18,12.36,-0.08,154.09,89.58,Industria
2020-09-01,Oriente,3845.64,11.48,-0.66,24.82,98.55,Industria
2024-09-01,Centro,4584.03,11.67,0.16,68.29,111.64,Industria
2021-05-01,Centro,3997.78,8.52,0.44,124.76,114.63,Industria
2020-08-01,Sur,5515.63,11.4,3.95,89.63,95.04,Agricultura
2024-12-01,Centro,4219.8,11.38,0.62,333.06,113.39,Agricultura
2022-07-01,Occidente,6829.62,13.53,0.74,428.17,90.74,Servicios
2020-02-01,Centro,3464.96,7.63,2.39,12.0,94.42,Servicios
2024-04-01,Oriente,5437.31,14.28,3.13,222.23,119.18,Agricultura
2022-05-01,Norte,4047.68,12.42,0.52,132.3,113.51,Agricultura
2021-12-01,Norte,5451.23,7.57,3.06,366.72,122.85,Servicios
2023-04-01,Occidente,5735.62,8.72,0.66,378.18,88.97,Servicios
2021-07-01,Centro,5721.48,11.62,0.4,337.05,110.43,Servicios
2022-05-01,Oriente,5283.75,13.34,-0.73,101.21,87.3,Industria
2024-11-01,Sur,6249.62,9.26,4.57,158.21,69.61,Industria
2022-06-01,Occidente,3929.15,10.03,0.05,391.14,115.11,Industria
2023-02-01,Oriente,3745.08,14.62,-0.7,218.47,114.07,Industria
2021-06-01,Sur,5012.5,4.76,-0.46,486.84,74.97,Industria
2020-10-01,Centro,6058.73,14.09,1.44,244.13,89.0,Servicios
2021-01-01,Sur,5229.0,11.68,4.4,14.21,109.58,Servicios
2024-10-01,Oriente,6058.12,11.48,4.68,111.89,89.32,Industria
2021-04-01,Sur,6186.73,10.53,-0.9,343.63,86.43,Agricultura
2023-10-01,Centro,6172.76,11.32,2.34,112.17,94.33,Industria
2024-11-01,Sur,5231.45,5.14,1.41,264.65,113.22,Industria
2023-12-01,Oriente,5721.14,5.3,-1.0,108.37,120.33,Industria
2021-12-01,Sur,6170.2,14.53,2.39,213.43,87.07,Agricultura
2021-12-01,Occidente,5030.03,10.04,1.28,43.85,122.55,Industria
2021-09-01,Norte,4669.88,7.46,-0.42,178.83,121.28,Servicios
2020-02-01,Norte,2512.19,13.61,4.97,327.7,105.07,Agricultura
2023-03-01,Centro,3792.98,8.43,3.04,92.47,82.7,Agricultura
2021-01-01,Centro,6137.31,5.47,2.79,221.66,84.61,Servicios
2023-06-01,Norte,6100.82,12.29,4.24,306.14,126.42,Servicios
2024-08-01,Oriente,4999.69,10.81,0.12,408.6,84.78,Agricultura
2020-09-01,Occidente,4638.54,5.38,4.78,241.64,99.19,Industria
2020-01-01,Occidente,4017.7,10.44,2.25,219.61,86.44,Servicios
2022-09-01,Sur,3451.04,11.02,3.92,225.8,99.96,Agricultura
2024-12-01,Oriente,4410.73,11.58,0.51,291.38,76.81,Agricultura
2020-02-01,Occidente,6589.84,8.01,2.85,257.41,79.51,Agricultura
2021-04-01,Occidente,4851.03,11.72,2.34,270.61,96.36,Servicios
2022-06-01,Sur,3973.63,11.43,1.38,323.0,95.73,Industria
2020-06-01,Oriente,6590.58,8.54,4.61,148.06,94.89,Industria
2024-04-01,Centro,5428.32,8.16,-0.63,207.72,101.18,Industria
2020-11-01,Norte,2871.27,5.78,2.95,84.67,74.69,Agricultura
2023-07-01,Oriente,3206.11,11.26,1.65,64.46,92.11,Servicios
2023-01-01,Norte,5177.75,12.95,4.64,240.05,101.97,Servicios
2021-02-01,Oriente,4922.56,10.62,2.49,80.47,74.76,Industria
2022-10-01,Norte,3975.97,5.4,1.35,250.6,89.08,Servicios
2020-04-01,Centro,7165.06,13.59,2.46,319.05,116.59,Servicios
2024-08-01,Sur,4436.05,9.94,-0.52,286.16,102.09,Agricultura
2020-11-01,Sur,3423.0,5.58,-0.09,119.72,129.59,Servicios
